Time, Result, Description
"2014.12.22 18:53:04.478" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.22 18:53:11.905" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.22 18:54:23.589" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.22 18:54:42.530" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.22 18:54:50.722" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.22 18:55:23.766" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 18:55:50.837" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:03:37.361" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:04:06.381" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:04:29.613" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:04:54.406" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:06:03.745" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:07:47.006" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전 업데이트가 필요합니다."
"2014.12.22 19:33:15.770" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.22 19:36:34.241" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
