Time, Result, Description
"2014.12.26 09:40:28.143" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 09:49:29.695" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 10:43:09.791" ,"99","접수 가능 IP가 아닙니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 10:43:48.187" ,"99","접수 가능 IP가 아닙니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 10:44:53.384" ,"99","접수 가능 IP가 아닙니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 10:46:07.656" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 13:30:26.730" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 13:59:46.380" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
"2014.12.26 14:45:19.298" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.26 14:45:57.680" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.26 14:48:28.228" ,"99","ESB 수신에 문제가 발생하였습니다. Agent를 구동할 수 없습니다. 관리자에게 문의하세요."
"2014.12.26 15:54:47.139" ,"00","접수 가능한 시간의 보고문서 입니다. / 접수 가능한 IP 입니다. / Agent 모듈 버전이 최신 버전입니다."
